City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
122,Goderich,43.7501,-81.7165,50.0,53,99,10.36,CA,2021-04-24 00:31:37
123,Inta,66.0317,60.1659,33.24,93,12,6.35,RU,2021-04-24 00:31:38
124,Katsuura,35.1333,140.3,62.01,58,75,5.75,JP,2021-04-24 00:31:38
125,Jeremoabo,-10.075,-38.4808,73.22,93,51,5.79,BR,2021-04-24 00:31:38
126,Vestmannaeyjar,63.4427,-20.2734,46.35,90,100,18.1,IS,2021-04-24 00:31:39
127,Koulamoutou,-1.1303,12.4736,71.87,97,100,1.66,GA,2021-04-24 00:31:39
128,Sao Manuel,-22.7311,-48.5706,69.8,56,0,4.61,BR,2021-04-24 00:31:40
129,Oranjemund,-28.55,16.4333,58.82,90,33,3.2,NA,2021-04-24 00:31:40
130,Katobu,-4.9408,122.5276,84.07,68,3,1.61,ID,2021-04-24 00:31:40
131,Khatanga,71.9667,102.5,33.13,96,100,19.46,RU,2021-04-24 00:31:41
132,Hobyo,5.3505,48.5268,82.87,74,96,8.99,SO,2021-04-24 00:31:41
133,Bilma,18.6853,12.9164,85.69,10,0,8.72,NE,2021-04-24 00:31:42
134,Victoria,22.2855,114.1577,77.0,86,74,4.0,HK,2021-04-24 00:31:42
135,Cockburn Town,21.4612,-71.1419,78.8,73,40,11.5,TC,2021-04-24 00:30:18
136,Zhangjiakou,40.81,114.8794,58.24,60,5,5.95,CN,2021-04-24 00:31:43
137,Fare,-16.7,-151.0167,79.9,74,100,11.16,PF,2021-04-24 00:31:43
138,Rawson,-43.3002,-65.1023,55.53,64,4,16.75,AR,2021-04-24 00:31:43
139,Abha,18.2164,42.5053,64.4,36,0,1.68,SA,2021-04-24 00:31:44
140,Korla,41.7597,86.1469,45.37,48,14,7.09,CN,2021-04-24 00:31:45
141,Bredasdorp,-34.5322,20.0403,50.0,93,88,2.3,ZA,2021-04-24 00:31:45
142,Souillac,-20.5167,57.5167,78.8,83,40,11.5,MU,2021-04-24 00:30:25
143,Nikolskoye,59.7035,30.7861,37.0,86,40,2.24,RU,2021-04-24 00:28:40
144,San-Pedro,4.7485,-6.6363,79.61,86,100,6.46,CI,2021-04-24 00:31:46
145,Tiksi,71.6872,128.8694,15.44,82,100,11.41,RU,2021-04-24 00:31:46
146,Upata,8.0086,-62.3989,82.99,76,93,1.01,VE,2021-04-24 00:31:47
147,Wells,51.2079,-2.649,44.6,57,96,10.36,GB,2021-04-24 00:31:47
148,Hollins,37.3413,-79.9431,54.0,46,60,4.25,US,2021-04-24 00:31:47
149,Hirara,24.8,125.2833,75.2,73,40,17.27,JP,2021-04-24 00:31:48
150,Santa Maria,-29.6842,-53.8069,66.2,72,0,3.44,BR,2021-04-24 00:29:25
151,Rocha,-34.4833,-54.3333,62.69,95,39,9.28,UY,2021-04-24 00:31:48
152,Walla Walla,46.0646,-118.343,68.0,29,1,6.91,US,2021-04-24 00:31:49
153,Bambous Virieux,-20.3428,57.7575,78.8,83,40,11.5,MU,2021-04-24 00:31:49
154,Alofi,-19.0595,-169.9187,86.0,70,24,9.22,NU,2021-04-24 00:31:50
155,Mahebourg,-20.4081,57.7,78.8,83,40,11.5,MU,2021-04-24 00:31:50
156,Henties Bay,-22.116,14.2845,61.0,90,13,5.99,NA,2021-04-24 00:31:50
157,Dergachi,51.2328,48.7659,44.64,93,100,4.34,RU,2021-04-24 00:31:51
158,Apold,46.1167,24.8167,42.8,75,75,3.44,RO,2021-04-24 00:31:51
159,Chuy,-33.6971,-53.4616,65.89,87,0,11.05,UY,2021-04-24 00:31:52
160,Bud,39.447,-86.1758,57.2,44,90,4.61,US,2021-04-24 00:31:52
161,Hasaki,35.7333,140.8333,62.01,63,20,3.44,JP,2021-04-24 00:28:21
162,Acajutla,13.5928,-89.8275,75.0,91,14,3.0,SV,2021-04-24 00:31:52
163,Zemio,5.0314,25.1361,68.2,98,100,2.44,CF,2021-04-24 00:31:53
164,Mumford,5.2618,-0.759,81.73,85,100,10.76,GH,2021-04-24 00:31:53
165,Airai,-8.9266,125.4092,71.64,54,6,3.47,TL,2021-04-24 00:31:54
166,Marfino,55.7028,37.3822,42.01,93,90,4.47,RU,2021-04-24 00:31:54
167,Bukachacha,52.9833,116.9167,42.75,24,100,5.44,RU,2021-04-24 00:31:54
168,Naze,28.3667,129.4833,68.0,77,75,25.32,JP,2021-04-24 00:31:55
169,Tual,-5.6667,132.75,84.18,73,100,16.64,ID,2021-04-24 00:31:55
170,Kauhajoki,62.4333,22.1833,33.01,100,90,10.36,FI,2021-04-24 00:31:56
171,Quatre Cocos,-20.2078,57.7625,78.8,83,40,11.5,MU,2021-04-24 00:31:56
172,Chibuto,-24.6867,33.5306,62.87,95,96,3.13,MZ,2021-04-24 00:31:57
173,Kaeo,-35.1,173.7833,71.01,67,1,5.99,NZ,2021-04-24 00:31:57
174,Mocuba,-16.8392,36.9856,65.12,97,3,2.04,MZ,2021-04-24 00:31:58
175,Corum,40.5,34.75,48.56,44,100,2.39,TR,2021-04-24 00:31:58
176,New Norfolk,-42.7826,147.0587,55.99,78,99,5.01,AU,2021-04-24 00:28:55
177,Shyryayeve,47.3805,30.1964,39.22,83,3,7.54,UA,2021-04-24 00:31:59
178,Fortuna,40.5982,-124.1573,55.99,87,20,12.66,US,2021-04-24 00:30:31
179,Myitkyina,25.3833,97.4,83.37,40,8,0.69,MM,2021-04-24 00:31:59
180,Palauig,15.435,119.9045,82.89,64,30,6.64,PH,2021-04-24 00:31:59
181,Teguise,29.0605,-13.564,68.0,73,20,5.75,ES,2021-04-24 00:32:00
182,Tezu,27.9167,96.1667,81.81,23,6,1.12,IN,2021-04-24 00:32:00
183,Beya,53.0533,90.9139,33.62,88,100,1.97,RU,2021-04-24 00:32:01
184,Ketchikan,55.3422,-131.6461,60.8,27,1,5.06,US,2021-04-24 00:32:01
185,Vostok,46.4856,135.8833,36.77,97,100,3.91,RU,2021-04-24 00:28:18
186,Georgetown,5.4112,100.3354,78.01,94,40,4.61,MY,2021-04-24 00:27:58
187,Rovaniemi,66.5,25.7167,28.4,100,90,17.27,FI,2021-04-24 00:32:02
188,Zonguldak,41.25,31.8333,47.53,79,100,3.71,TR,2021-04-24 00:32:02
189,Baghdad,33.3406,44.4009,68.0,34,0,8.05,IQ,2021-04-24 00:28:39
190,Shetpe,44.1667,52.1167,49.89,80,0,6.08,KZ,2021-04-24 00:32:03
191,Namatanai,-3.6667,152.4333,81.91,74,98,4.18,PG,2021-04-24 00:32:03
192,Beira,-19.8436,34.8389,71.6,88,0,1.5,MZ,2021-04-24 00:32:04
193,Hilo,19.7297,-155.09,82.4,51,75,11.5,US,2021-04-24 00:31:23
194,Kundla,21.3333,71.3,78.21,60,85,5.48,IN,2021-04-24 00:32:04
195,Kamaishi,39.2667,141.8833,51.8,54,0,2.3,JP,2021-04-24 00:32:05
196,Russell,32.3502,-85.1999,69.8,34,1,6.91,US,2021-04-24 00:32:05
197,Tres Picos,15.8667,-93.5333,82.47,73,100,4.23,MX,2021-04-24 00:32:05
198,Yashkul,46.1711,45.3435,53.8,62,100,6.06,RU,2021-04-24 00:32:06
199,Puerto Del Rosario,28.5004,-13.8627,69.8,68,0,4.61,ES,2021-04-24 00:32:06
200,Tete,-16.1564,33.5867,71.6,78,0,3.74,MZ,2021-04-24 00:32:07
201,Seymchan,62.8833,152.4333,17.42,77,100,18.05,RU,2021-04-24 00:32:07
202,Komsomolskiy,40.4272,71.7189,48.2,61,100,4.61,UZ,2021-04-24 00:32:07
203,Aksay,47.26,39.87,51.8,87,20,6.71,RU,2021-04-24 00:32:08
204,Ondo,7.1,4.8333,74.23,96,100,1.9,NG,2021-04-24 00:32:08
205,Sorland,67.667,12.6934,36.73,52,96,21.88,NO,2021-04-24 00:32:08
206,Vila Franca Do Campo,37.7167,-25.4333,57.2,72,20,12.66,PT,2021-04-24 00:32:09
207,Harper,4.375,-7.7169,80.85,82,75,8.12,LR,2021-04-24 00:32:09
208,Ningyang,35.7642,116.7914,58.64,71,100,16.8,CN,2021-04-24 00:32:10
209,Sao Filipe,14.8961,-24.4956,71.83,73,7,9.1,CV,2021-04-24 00:32:10
210,Panzhihua,26.5851,101.7128,74.25,29,98,2.04,CN,2021-04-24 00:32:11
211,Victor Harbor,-35.5667,138.6167,63.0,74,97,6.11,AU,2021-04-24 00:32:11
212,Aranos,-24.1333,19.1167,63.46,29,0,11.07,NA,2021-04-24 00:32:11
213,Touros,-5.1989,-35.4608,78.8,89,40,4.61,BR,2021-04-24 00:32:12
214,Kaitangata,-46.2817,169.8464,57.99,63,100,1.99,NZ,2021-04-24 00:32:12
215,Tuatapere,-46.1333,167.6833,55.99,78,85,1.99,NZ,2021-04-24 00:32:13
216,Roald,62.5833,6.1333,33.01,93,75,4.61,NO,2021-04-24 00:32:13
217,Salinas,36.6777,-121.6555,59.0,62,90,13.8,US,2021-04-24 00:32:13
218,Port Moresby,-9.4431,147.1797,87.8,66,20,5.75,PG,2021-04-24 00:32:14
219,San Rafael,-34.6177,-68.3301,60.82,63,0,3.06,AR,2021-04-24 00:32:14
220,Bani Walid,31.7566,13.9942,59.34,78,100,21.83,LY,2021-04-24 00:32:15
221,Kalabo,-14.97,22.6814,64.2,56,13,4.09,ZM,2021-04-24 00:32:15
222,Margate,51.3813,1.3862,46.0,74,73,1.01,GB,2021-04-24 00:30:23
223,Magistralnyy,56.1725,107.4458,33.55,75,100,3.49,RU,2021-04-24 00:32:16
224,Esperance,-33.8667,121.9,57.2,88,100,11.5,AU,2021-04-24 00:28:29
225,Gangoh,29.7667,77.25,66.76,55,0,4.79,IN,2021-04-24 00:32:16
226,Grand Gaube,-20.0064,57.6608,75.99,84,97,18.63,MU,2021-04-24 00:32:17
227,Sigli,5.3848,95.9609,80.33,74,100,3.74,ID,2021-04-24 00:32:17
228,Port Keats,-14.25,129.55,84.97,24,84,14.56,AU,2021-04-24 00:32:18
229,Iqaluit,63.7506,-68.5145,28.4,93,90,3.44,CA,2021-04-24 00:32:18
230,Dauphin,51.1494,-100.0502,37.4,32,20,5.75,CA,2021-04-24 00:32:18
231,Shimoda,34.6667,138.95,60.8,63,75,10.36,JP,2021-04-24 00:32:19
232,Sioux Lookout,50.1001,-91.917,28.4,93,90,11.5,CA,2021-04-24 00:32:19
233,Guerrero Negro,27.9769,-114.0611,60.98,71,0,22.06,MX,2021-04-24 00:30:39
234,Dudinka,69.4058,86.1778,31.64,97,100,17.45,RU,2021-04-24 00:32:20
235,Caravelas,-17.7125,-39.2481,73.71,85,0,4.29,BR,2021-04-24 00:32:20
236,Talcahuano,-36.7167,-73.1167,55.4,94,20,6.91,CL,2021-04-24 00:32:20
237,Doctor Mora,21.1417,-100.3125,84.2,15,40,16.11,MX,2021-04-24 00:32:21
238,Krasnoselkup,65.7,82.4667,30.97,91,100,16.44,RU,2021-04-24 00:32:21
239,Ambilobe,-13.2,49.05,70.57,86,91,2.93,MG,2021-04-24 00:32:22
240,Belmonte,-15.8631,-38.8828,78.8,73,0,6.91,BR,2021-04-24 00:32:22
241,Gillette,44.2911,-105.5022,33.8,69,90,10.36,US,2021-04-24 00:32:22
242,Sinazongwe,-17.2614,27.4618,68.95,61,3,2.91,ZM,2021-04-24 00:32:23
243,Santa Cruz Del Norte,23.1539,-81.9236,80.6,78,40,13.8,CU,2021-04-24 00:32:23
244,Knysna,-34.0363,23.0471,57.2,100,80,3.44,ZA,2021-04-24 00:32:24
245,Galesong,-5.3166,119.3661,77.0,94,20,2.3,ID,2021-04-24 00:32:24
246,Ust-Charyshskaya Pristan,52.3934,83.6635,33.33,76,100,5.12,RU,2021-04-24 00:32:24
247,Beroroha,-21.6667,45.1667,68.72,80,0,4.0,MG,2021-04-24 00:32:25
248,Erzin,36.9559,36.2,62.01,60,99,8.99,TR,2021-04-24 00:32:25
249,Zhaoyang,42.682,126.0305,61.75,51,88,9.46,CN,2021-04-24 00:32:26
250,Ilulissat,69.2167,-51.1,33.8,60,100,9.22,GL,2021-04-24 00:32:26
251,Klaksvik,62.2266,-6.589,42.8,100,75,4.61,FO,2021-04-24 00:32:26
252,Flinders,-34.5833,150.8552,66.99,57,100,1.99,AU,2021-04-24 00:32:27
253,Gigmoto,13.7796,124.39,83.03,74,100,3.96,PH,2021-04-24 00:32:27
254,Agropoli,40.3469,14.9966,57.0,69,100,8.01,IT,2021-04-24 00:32:28
255,Petropavlovsk-Kamchatskiy,53.0452,158.6483,42.8,70,90,2.24,RU,2021-04-24 00:31:15
256,Sola,-13.8833,167.55,87.8,74,40,4.61,VU,2021-04-24 00:32:28
257,Oranjestad,12.524,-70.027,81.0,78,20,23.02,AW,2021-04-24 00:30:23
258,Sharjah,25.3573,55.4033,82.4,49,0,3.44,AE,2021-04-24 00:32:29
259,Ubinskoye,55.3068,79.6802,34.38,75,2,4.52,RU,2021-04-24 00:32:29
260,Weligama,5.9667,80.4167,78.1,87,84,5.53,LK,2021-04-24 00:32:30
261,Sayhat,26.4852,50.0405,73.4,49,0,4.61,SA,2021-04-24 00:32:30
262,Banda Aceh,5.5577,95.3222,80.42,75,100,11.32,ID,2021-04-24 00:29:38
263,Torbay,47.6666,-52.7314,37.99,93,75,18.41,CA,2021-04-24 00:30:28
264,Wiang Sa,8.6359,99.3666,80.01,93,100,2.13,TH,2021-04-24 00:32:31
265,Skegness,53.1436,0.3363,45.0,61,40,3.44,GB,2021-04-24 00:32:31
266,Banes,20.9625,-75.7186,80.6,65,20,12.66,CU,2021-04-24 00:32:31
267,Nhulunbuy,-12.2333,136.7667,86.0,48,86,19.57,AU,2021-04-24 00:32:32
268,Port Elizabeth,-33.918,25.5701,60.8,88,0,2.3,ZA,2021-04-24 00:31:24
269,Panalingaan,8.7842,117.4231,81.68,80,100,6.15,PH,2021-04-24 00:32:32
270,Garowe,8.4054,48.4845,76.64,74,59,9.24,SO,2021-04-24 00:32:33
271,Pevek,69.7008,170.3133,16.12,86,54,0.38,RU,2021-04-24 00:28:37
272,Husavik,66.0449,-17.3389,39.2,87,0,2.3,IS,2021-04-24 00:32:33
273,Yuksekova,37.5736,44.2872,48.2,57,0,6.91,TR,2021-04-24 00:32:34
274,Tiarei,-17.5333,-149.3333,86.0,70,40,9.22,PF,2021-04-24 00:32:34
275,Wladyslawowo,54.7909,18.4009,34.0,75,0,3.44,PL,2021-04-24 00:32:35
276,Chirongui,-12.9319,45.1483,78.8,89,75,10.36,YT,2021-04-24 00:32:35
277,Jaciara,-15.9653,-54.9683,70.25,60,7,2.35,BR,2021-04-24 00:32:35
278,Kazaki,52.6248,38.2649,43.75,92,100,13.15,RU,2021-04-24 00:32:36
279,Geraldton,-28.7667,114.6,64.4,63,75,6.91,AU,2021-04-24 00:32:36
280,Lebu,-37.6167,-73.65,52.95,92,19,6.35,CL,2021-04-24 00:29:52
281,Karratha,-20.7377,116.8463,82.9,21,0,17.52,AU,2021-04-24 00:32:37
282,Nizwa,22.9333,57.5333,75.29,25,0,1.07,OM,2021-04-24 00:32:37
283,Inhambane,-23.865,35.3833,66.31,88,90,4.85,MZ,2021-04-24 00:32:38
284,Palmerston North,-40.35,175.6167,66.0,71,42,8.99,NZ,2021-04-24 00:32:38
285,Vila Velha,-20.3297,-40.2925,77.0,73,75,8.05,BR,2021-04-24 00:32:32
286,Tasiilaq,65.6145,-37.6368,37.4,52,75,18.41,GL,2021-04-24 00:28:43
287,Saint-Philippe,-21.3585,55.7679,77.0,83,90,19.57,RE,2021-04-24 00:32:39
288,Champerico,14.3,-91.9167,84.2,79,90,9.22,GT,2021-04-24 00:32:40
289,Bandarbeyla,9.4942,50.8122,82.56,74,68,4.9,SO,2021-04-24 00:32:40
290,Pokhvistnevo,53.6524,52.1274,45.19,94,100,6.4,RU,2021-04-24 00:32:40
291,Biltine,14.5333,20.9167,85.26,13,96,8.72,TD,2021-04-24 00:32:41
292,Oussouye,12.485,-16.5469,75.2,88,0,6.91,SN,2021-04-24 00:32:41
293,Inuvik,68.3499,-133.7218,37.4,44,100,4.61,CA,2021-04-24 00:29:12
294,Punta Alta,-38.8759,-62.0736,63.95,73,99,2.04,AR,2021-04-24 00:32:42
