City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
347,Verkhnevilyuysk,63.4453,120.3167,35.96,86,100,5.53,RU,overcast clouds
348,Bang Khla,13.7214,101.2081,91.99,74,20,2.3,TH,few clouds
349,Purranque,-40.9167,-73.1667,46.4,100,0,1.77,CL,fog
350,Nanortalik,60.1432,-45.2371,39.7,76,99,11.61,GL,overcast clouds
351,Tezu,27.9167,96.1667,93.6,13,6,4.0,IN,clear sky
352,Katangli,51.7102,143.2326,35.67,62,46,13.0,RU,scattered clouds
353,Muros,42.7762,-9.0603,57.99,94,100,1.99,ES,overcast clouds
354,Ikalamavony,-21.15,46.5833,62.98,88,38,6.08,MG,scattered clouds
355,Noumea,-22.2763,166.4572,81.0,83,90,4.61,NC,overcast clouds
356,Gaozhou,21.9392,110.8461,83.12,67,87,6.78,CN,overcast clouds
357,Strezhevoy,60.7333,77.5889,42.8,75,0,2.62,RU,clear sky
358,Adrar,20.5022,-10.0711,76.12,15,7,9.44,MR,clear sky
359,Bilma,18.6853,12.9164,83.48,13,0,6.42,NE,clear sky
360,Haimen,23.1935,116.6142,73.4,83,90,6.71,CN,light rain
361,Castro,-24.7911,-50.0119,57.58,83,83,1.95,BR,broken clouds
362,Souillac,-20.5167,57.5167,78.8,78,75,16.11,MU,light rain
363,Zhuhai,22.2769,113.5678,80.6,89,20,9.22,CN,few clouds
364,Labuan,5.2767,115.2417,86.0,79,20,3.44,MY,few clouds
365,Lethem,3.3803,-59.7968,74.17,91,100,12.21,GY,moderate rain
366,Srivardhan,18.0333,73.0167,83.34,65,30,3.98,IN,scattered clouds
367,Luanda,-8.8368,13.2343,75.2,94,40,1.14,AO,scattered clouds
368,Motala,58.5371,15.0365,32.0,59,13,8.05,SE,few clouds
369,Crossfield,51.4334,-114.0353,37.0,71,100,5.41,CA,overcast clouds
370,Cabo San Lucas,22.8909,-109.9124,75.2,25,1,9.22,MX,clear sky
371,Kankon,15.0167,74.0167,80.6,78,20,3.44,IN,few clouds
372,Shelburne,44.0787,-80.2041,51.8,43,90,2.3,CA,overcast clouds
373,Bengkulu,-3.8004,102.2655,83.1,67,61,3.71,ID,broken clouds
374,College,64.8569,-147.8028,62.6,20,20,1.21,US,light rain
375,Bambous Virieux,-20.3428,57.7575,78.8,78,75,16.11,MU,light rain
376,Payo,-3.7508,103.6372,86.31,61,95,2.48,ID,overcast clouds
377,Giyani,-23.3025,30.7187,61.2,76,0,2.73,ZA,clear sky
378,Rocha,-34.4833,-54.3333,62.01,82,99,13.38,UY,overcast clouds
379,Voyvozh,62.892,54.9635,40.55,89,100,9.84,RU,overcast clouds
380,Juba,4.8517,31.5825,71.37,89,100,4.23,SS,light rain
381,Aykhal,66.0,111.5,31.77,92,100,8.3,RU,overcast clouds
382,Omsukchan,62.5333,155.8,13.73,77,100,8.41,RU,overcast clouds
383,Moron,-34.6534,-58.6198,62.01,75,0,5.01,AR,clear sky
384,Tokonou,9.65,-9.7833,68.74,88,27,4.56,GN,light rain
385,Bairiki,1.3292,172.9752,82.4,78,40,5.75,KI,light rain
386,Suixi,33.8907,116.7747,55.98,85,100,10.65,CN,overcast clouds
387,Beloha,-25.1667,45.05,67.66,78,1,6.2,MG,clear sky
388,Xaxim,-26.9617,-52.5347,58.77,98,100,1.36,BR,overcast clouds
389,Bagdarin,54.4333,113.6,46.09,25,100,5.7,RU,overcast clouds
390,Neryungri,56.6709,124.6491,35.26,87,100,3.31,RU,overcast clouds
391,Sarramea,-21.6421,165.8452,77.0,83,90,4.61,NC,overcast clouds
392,Juneau,58.3019,-134.4197,60.8,18,40,6.91,US,scattered clouds
393,Yaounde,3.8667,11.5167,68.0,100,20,1.14,CM,few clouds
394,Holstebro,56.3601,8.6161,34.0,86,3,1.14,DK,clear sky
395,Road Town,18.4167,-64.6167,79.0,82,7,5.01,VG,clear sky
396,Nyurba,63.2842,118.3319,38.68,80,100,7.94,RU,overcast clouds
397,Sharjah,25.3573,55.4033,78.8,56,0,1.14,AE,clear sky
398,Ilulissat,69.2167,-51.1,46.4,46,0,27.63,GL,clear sky
399,Grand Gaube,-20.0064,57.6608,73.99,90,100,8.99,MU,heavy intensity rain
400,Yuzhne,46.6221,31.1013,48.2,87,0,3.65,UA,clear sky
401,Pauini,-7.7136,-66.9764,75.13,90,96,1.52,BR,overcast clouds
402,Florence,43.7667,11.25,48.0,71,0,2.3,IT,clear sky
403,Rosario Oeste,-14.8361,-56.4275,80.46,62,97,1.95,BR,overcast clouds
404,Hobyo,5.3505,48.5268,83.23,67,19,7.0,SO,few clouds
405,Hofn,64.2539,-15.2082,45.0,88,100,4.03,IS,overcast clouds
406,Wad Madani,14.4012,33.5199,87.51,26,21,4.34,SD,few clouds
407,Shenjiamen,29.9576,122.298,63.72,79,90,10.45,CN,overcast clouds
408,Puerto Del Rosario,28.5004,-13.8627,68.0,68,0,10.36,ES,clear sky
409,Byron Bay,-28.65,153.6167,73.4,60,40,6.91,AU,scattered clouds
410,Ust-Tsilma,65.441,52.1498,43.27,81,100,8.48,RU,overcast clouds
411,Chunskiy,56.0815,99.6342,38.01,70,94,7.85,RU,overcast clouds
412,Port Macquarie,-31.4333,152.9167,73.99,57,0,7.76,AU,clear sky
413,Puerto Rico,-26.796,-55.024,63.52,99,100,1.77,AR,overcast clouds
414,Fort Nelson,58.8053,-122.7002,46.4,25,40,12.66,CA,scattered clouds
415,Asilah,35.465,-6.0348,62.6,82,75,9.22,MA,broken clouds
416,Camacha,33.0833,-16.3333,62.6,77,40,17.27,PT,scattered clouds
417,Patacamaya,-17.2333,-67.9167,44.4,55,5,2.59,BO,clear sky
418,Borogontsy,62.6683,131.1683,31.15,90,92,1.25,RU,overcast clouds
419,Kruisfontein,-34.0033,24.7314,60.66,71,29,6.02,ZA,scattered clouds
420,Bray,53.2028,-6.0983,46.99,87,7,4.25,IE,clear sky
421,General Pico,-35.6566,-63.7568,52.18,65,0,5.41,AR,clear sky
422,Kibre Mengist,5.8833,38.9833,58.8,97,92,0.45,ET,overcast clouds
423,Gushikawa,26.3544,127.8686,75.2,60,75,16.11,JP,broken clouds
424,Snyder,32.7179,-100.9176,66.2,34,1,12.66,US,clear sky
425,Vila,42.0304,-8.1588,55.0,89,89,3.67,PT,light rain
426,Yinchuan,38.4681,106.2731,55.09,51,15,0.43,CN,few clouds
427,Sorong,-0.8833,131.25,83.75,73,14,6.35,ID,few clouds
428,Camocim,-2.9022,-40.8411,76.21,92,95,8.3,BR,overcast clouds
429,Biltine,14.5333,20.9167,85.96,12,33,16.42,TD,scattered clouds
430,Husavik,66.0449,-17.3389,46.4,71,0,9.22,IS,clear sky
431,Punta Gorda,26.9298,-82.0454,78.01,88,1,6.91,US,clear sky
432,Miles City,46.4083,-105.8406,50.0,43,90,9.22,US,overcast clouds
433,Dudinka,69.4058,86.1778,14.43,88,35,11.27,RU,scattered clouds
434,Svetlogorsk,52.6333,29.7333,29.3,88,39,7.31,BY,scattered clouds
435,Sitka,57.0531,-135.33,60.8,23,1,10.36,US,clear sky
436,Kaduqli,11.0167,29.7167,83.66,52,97,5.5,SD,overcast clouds
437,Yen Bai,21.7,104.8667,80.69,90,100,3.36,VN,overcast clouds
438,Ponca City,36.707,-97.0856,59.0,63,1,4.61,US,clear sky
439,Riyadh,24.6877,46.7219,75.2,12,0,1.14,SA,clear sky
440,Gimli,50.6336,-96.9907,41.0,24,15,3.44,CA,few clouds
441,San Blas,21.5167,-105.2667,72.9,76,95,2.55,MX,overcast clouds
442,Lerwick,60.1545,-1.1494,39.2,75,100,3.44,GB,overcast clouds
443,Borba,-4.3878,-59.5939,76.32,88,74,1.39,BR,light rain
444,Tazovskiy,67.4667,78.7,18.41,92,98,6.08,RU,overcast clouds
445,Goma,-1.6792,29.2228,63.48,89,100,2.24,CD,light rain
446,Zheleznodorozhnyy,55.7503,38.0042,34.0,80,0,11.18,RU,light snow
447,Mandalgovi,45.7625,106.2708,43.25,87,100,20.11,MN,overcast clouds
448,Nouakchott,18.0858,-15.9785,64.4,94,10,8.05,MR,clear sky
449,Aloleng,16.1307,119.7824,82.67,63,37,12.03,PH,scattered clouds
450,Rudsar,37.1376,50.288,59.0,88,40,2.3,IR,scattered clouds
451,Vaijapur,19.9167,74.7333,80.6,47,20,13.73,IN,few clouds
452,Yeppoon,-23.1333,150.7333,82.4,39,75,9.22,AU,broken clouds
453,Ambon,-3.6954,128.1814,89.6,62,40,8.05,ID,scattered clouds
454,Cedar City,37.6775,-113.0619,64.4,14,1,26.46,US,clear sky
455,Kilembe,0.2,30.0,59.52,93,100,3.87,UG,light rain
456,Hokitika,-42.7167,170.9667,54.23,86,100,11.52,NZ,overcast clouds
457,Constitucion,-35.3333,-72.4167,56.75,61,0,7.54,CL,clear sky
458,Zalantun,48.0,122.7167,55.31,25,10,0.78,CN,clear sky
459,Zhigansk,66.7697,123.3711,33.64,99,100,6.55,RU,light snow
460,Port-Gentil,-0.7193,8.7815,77.16,90,73,10.96,GA,broken clouds
461,Antofagasta,-23.65,-70.4,60.8,77,0,1.14,CL,clear sky
462,Katherine,-14.4667,132.2667,86.0,26,98,8.05,AU,overcast clouds
463,Chernyshevsk,52.5243,117.0174,56.71,17,100,9.17,RU,overcast clouds
464,Dwarka,22.2394,68.9678,82.89,69,1,12.01,IN,clear sky
465,Paciran,-6.8767,112.3761,84.16,68,13,7.54,ID,few clouds
466,Asfi,32.2994,-9.2372,61.72,77,0,12.08,MA,clear sky
467,Marawi,7.9986,124.2928,87.01,68,49,4.0,PH,scattered clouds
468,Port Hardy,50.6996,-127.4199,50.0,81,90,3.44,CA,overcast clouds
469,Jucurutu,-6.0339,-37.0203,77.27,81,80,3.44,BR,broken clouds
470,Touros,-5.1989,-35.4608,73.4,100,20,3.44,BR,few clouds
471,Lujiang,31.2581,117.2817,61.0,82,90,6.71,CN,overcast clouds
472,Agbor,6.2518,6.1934,74.48,88,81,2.71,NG,broken clouds
473,Rock Springs,41.5875,-109.2029,51.01,37,90,11.5,US,overcast clouds
474,Laguna,38.421,-121.4238,60.8,55,20,10.36,US,few clouds
475,Alta Floresta,-9.8756,-56.0861,71.06,94,44,0.96,BR,scattered clouds
476,Kalmunai,7.4167,81.8167,83.41,67,18,2.51,LK,few clouds
477,Flin Flon,54.7682,-101.865,21.2,64,28,4.34,CA,scattered clouds
478,Shambu,9.5667,37.1,54.03,81,98,2.93,ET,light rain
479,Mangrol,21.1167,70.1167,84.31,58,100,12.28,IN,overcast clouds
480,Iwanai,42.9744,140.5089,45.55,66,50,11.01,JP,scattered clouds
481,Tukrah,32.5341,20.5791,61.74,89,100,13.94,LY,overcast clouds
482,Praxedis Guerrero,31.3667,-106.0167,75.2,10,1,6.91,MX,clear sky
483,Tutoia,-2.7619,-42.2744,77.85,88,92,9.48,BR,overcast clouds
484,Am Timan,11.0297,20.2827,83.7,49,51,10.65,TD,broken clouds
485,Antropovo,58.3988,43.0066,41.9,92,100,9.73,RU,overcast clouds
486,Tatawin,32.9297,10.4518,53.6,82,2,2.3,TN,clear sky
487,Belvedere Marittimo,39.6179,15.8617,41.0,97,78,1.01,IT,broken clouds
488,Buraydah,26.326,43.975,71.6,28,0,2.3,SA,clear sky
489,Gdansk,54.3521,18.6464,32.0,86,0,2.3,PL,clear sky
490,Segezha,63.7415,34.3222,35.08,98,100,9.08,RU,overcast clouds
491,Haileybury,47.449,-79.6373,46.4,61,90,8.05,CA,overcast clouds
492,Bam,29.106,58.357,80.85,20,45,8.43,IR,scattered clouds
493,Kurumkan,54.3,110.3,48.02,44,100,4.12,RU,overcast clouds
494,Sorland,67.667,12.6934,36.61,56,83,17.92,NO,broken clouds
495,Hay River,60.8156,-115.7999,24.8,58,100,10.36,CA,overcast clouds
496,Ola,59.5833,151.2833,27.16,56,100,13.4,RU,overcast clouds
497,Thunder Bay,48.4001,-89.3168,32.0,69,20,3.44,CA,few clouds
498,Smithers,54.7804,-127.1743,51.8,24,40,3.44,CA,scattered clouds
499,Chik,54.9928,82.4311,42.8,39,0,4.47,RU,clear sky
500,Santiago Del Estero,-27.7951,-64.2615,63.59,79,0,7.05,AR,clear sky
501,Colinas,-6.0258,-44.2492,73.08,97,76,1.92,BR,broken clouds
502,Kyabram,-36.3167,145.05,68.0,47,8,1.01,AU,clear sky
503,Cabedelo,-6.9811,-34.8339,75.2,100,40,4.61,BR,scattered clouds
504,Guilin,25.2819,110.2864,66.2,77,90,6.71,CN,overcast clouds
505,Torbat-E Jam,35.244,60.6225,67.66,26,23,8.7,IR,few clouds
506,Mbandaka,0.0487,18.2603,68.92,97,71,4.27,CD,broken clouds
507,Jackson,42.4165,-122.8345,55.4,44,40,8.05,US,scattered clouds
508,Cairns,-16.9167,145.7667,77.0,94,75,8.05,AU,light rain
509,Luau,-10.7073,22.2247,61.83,97,46,3.83,AO,scattered clouds
510,Krapkowice,50.4752,17.9654,36.0,85,99,5.57,PL,overcast clouds
511,Maple Creek,49.9168,-109.4848,41.0,38,100,4.61,CA,overcast clouds
512,Boca Do Acre,-8.7522,-67.3978,74.88,88,43,1.72,BR,scattered clouds
513,Aleksandrovsk,59.158,57.5624,39.0,74,100,3.0,RU,overcast clouds
514,Terrace,54.5163,-128.6035,60.8,18,75,3.44,CA,broken clouds
515,Bainbridge,47.6262,-122.5212,48.99,87,90,6.91,US,light rain
516,Victoria Point,-27.5833,153.3,77.0,63,0,1.99,AU,clear sky
517,Kampene,-3.6,26.6667,67.33,99,100,1.7,CD,moderate rain
518,Pacific Grove,36.6177,-121.9166,55.0,86,100,3.33,US,overcast clouds
519,Buchanan,5.8808,-10.0467,77.86,86,100,5.95,LR,moderate rain
520,Meulaboh,4.1363,96.1285,82.67,68,73,1.63,ID,broken clouds
521,Alcudia,39.8532,3.1214,53.6,82,20,9.22,ES,few clouds
522,Lima,-12.0432,-77.0282,66.99,82,75,10.36,PE,broken clouds
523,Sao Joao Da Barra,-21.6403,-41.0511,70.32,87,13,3.6,BR,few clouds
524,Lagoa,39.05,-27.9833,59.22,74,61,22.88,PT,broken clouds
525,Caluquembe,-13.7833,14.6833,57.49,82,81,3.44,AO,broken clouds
526,Vanimo,-2.6741,141.3028,78.39,88,100,2.73,PG,moderate rain
527,Kiama,-34.6833,150.8667,69.01,64,22,4.0,AU,few clouds
528,Vestmanna,62.1564,-7.1664,41.0,87,75,1.14,FO,broken clouds
529,Constantine,36.365,6.6147,51.8,71,0,8.05,DZ,clear sky
530,Port Blair,11.6667,92.75,84.2,79,40,2.3,IN,mist
531,Patrocinio,-18.9439,-46.9925,66.2,59,0,2.3,BR,clear sky
532,Burnie,-41.0667,145.9167,59.0,57,49,11.99,AU,scattered clouds
533,Coahuayana,18.7333,-103.6833,72.3,89,79,1.14,MX,broken clouds
534,Saint-Joseph,-21.3667,55.6167,77.0,78,51,24.16,RE,light rain
535,Palu,-0.8917,119.8707,91.65,46,71,3.53,ID,broken clouds
536,Verkhoyansk,67.5447,133.385,30.13,92,99,6.53,RU,overcast clouds
537,Zyryanka,65.75,150.85,22.42,60,100,2.44,RU,overcast clouds
538,Vostok,46.4856,135.8833,36.27,45,91,13.6,RU,overcast clouds
539,Bhigvan,18.3167,74.7667,91.92,19,4,14.09,IN,clear sky
540,Nichinan,31.6,131.3667,68.0,68,20,6.91,JP,few clouds
541,Tura,25.5198,90.2201,91.42,21,2,4.0,IN,clear sky
542,Campos Novos,-27.4017,-51.225,58.05,99,100,1.7,BR,light rain
543,Goderich,43.7501,-81.7165,48.2,71,100,4.61,CA,overcast clouds
544,Bandarbeyla,9.4942,50.8122,82.6,74,27,6.71,SO,scattered clouds
545,Carauari,-4.8828,-66.8958,73.24,98,90,2.17,BR,overcast clouds
546,Semey,50.4111,80.2275,41.0,42,0,6.71,KZ,clear sky
547,Baghdad,33.3406,44.4009,73.4,31,0,2.3,IQ,clear sky
548,Belyy Yar,53.6039,91.3903,44.6,33,0,8.95,RU,clear sky
549,Guiyang,26.5833,106.7167,53.6,94,90,8.95,CN,overcast clouds
550,Tonantins,-2.8731,-67.8022,74.1,97,99,1.01,BR,overcast clouds
551,Taldan,53.6667,124.8,48.63,35,73,6.26,RU,broken clouds
552,Aranzazu,5.2712,-75.4904,71.6,78,40,5.75,CO,scattered clouds
553,Bunia,1.5667,30.25,62.44,98,100,2.66,CD,overcast clouds
554,Algiers,36.7525,3.042,68.0,56,0,8.05,DZ,clear sky
555,Nizhniy Kuranakh,58.8353,125.4869,37.35,91,100,6.82,RU,overcast clouds
556,Stavern,59.0,10.0333,35.01,51,0,12.66,NO,clear sky
557,Palmer,42.1584,-72.3287,57.2,35,75,9.22,US,broken clouds
558,Taga,46.95,24.05,37.4,81,0,3.44,RO,clear sky
559,Fershampenuaz,53.5202,59.8117,41.36,73,96,5.79,RU,overcast clouds
560,Graham,47.0529,-122.2943,48.2,100,90,1.21,US,light rain
561,Demyansk,57.643,32.466,31.23,92,100,9.15,RU,overcast clouds
562,Billings,45.7833,-108.5007,52.0,46,90,13.8,US,overcast clouds
563,Senanga,-16.1167,23.2667,61.59,71,55,5.64,ZM,broken clouds
564,Salekhard,66.53,66.6019,31.8,92,100,5.86,RU,overcast clouds
565,Atikokan,48.7555,-91.6216,27.59,54,31,3.69,CA,scattered clouds
566,Korla,41.7597,86.1469,47.88,42,74,15.61,CN,broken clouds
567,Auki,-8.7676,160.7034,83.16,78,63,4.85,SB,broken clouds
568,Arauco,-37.2463,-73.3175,53.6,94,0,2.3,CL,clear sky
569,Zlitan,32.4674,14.5687,60.04,81,9,9.62,LY,clear sky
570,Rocky Mountain House,52.3668,-114.9188,37.4,60,100,4.61,CA,overcast clouds
571,Nioro,13.35,-15.75,74.43,38,9,7.99,GM,clear sky
572,Chake Chake,-5.2459,39.7666,75.7,91,50,5.5,TZ,light rain
573,Zhengjiatun,43.5064,123.5064,60.4,16,7,6.67,CN,clear sky
574,Lasa,46.6166,10.7002,48.99,81,0,3.44,IT,clear sky
575,Trat,12.5,102.5,89.01,89,40,5.75,TH,scattered clouds
576,Port Augusta,-32.5,137.7667,69.8,56,0,9.22,AU,clear sky
577,Tecoanapa,16.5167,-98.75,80.78,76,71,3.44,MX,broken clouds
578,Labuhan,-6.8844,112.2051,84.29,67,21,6.53,ID,few clouds
579,Balabac,7.9868,117.0645,83.97,73,78,7.81,PH,broken clouds
580,Jabinyanah,35.035,10.9081,55.4,67,20,5.75,TN,few clouds
581,Melnikovo,56.5558,84.085,41.0,41,100,3.83,RU,overcast clouds
582,Sibu,2.3,111.8167,84.2,79,40,2.3,MY,scattered clouds
583,Leopold,-38.1833,144.4667,62.6,67,90,12.66,AU,overcast clouds
584,Ambilobe,-13.2,49.05,71.24,91,82,2.68,MG,broken clouds
585,Ajdabiya,30.7554,20.2263,62.1,72,100,21.34,LY,overcast clouds
586,Nipawin,53.3668,-104.0009,32.0,43,20,6.91,CA,few clouds
587,Kisanga,-7.4362,37.7034,72.59,98,100,3.24,TZ,moderate rain
588,Saint-Georges,12.0564,-61.7485,78.51,76,10,14.5,GD,clear sky
589,Turkistan,43.0,68.0,66.74,28,25,3.89,KZ,scattered clouds
590,Izumo,35.3667,132.7667,64.4,52,20,13.8,JP,few clouds
591,Kutum,14.2,24.6667,75.74,16,88,10.83,SD,overcast clouds
592,Vilhena,-12.7406,-60.1458,69.17,97,52,2.68,BR,broken clouds
593,Elliot Lake,46.3834,-82.6331,44.6,76,90,8.05,CA,overcast clouds
594,Pyaozerskiy,65.8333,31.1667,31.69,95,100,10.83,RU,light snow
595,Boa Vista,2.8197,-60.6733,77.0,88,90,16.11,BR,light rain
596,Nongstoin,25.5167,91.2667,78.3,25,2,6.29,IN,clear sky
597,Nouadhibou,20.931,-17.0347,64.4,94,0,13.8,MR,clear sky
598,Deori Khas,23.4,79.0167,88.5,9,80,8.34,IN,broken clouds
599,Aksarka,66.5606,67.7975,32.88,89,100,5.84,RU,overcast clouds
600,Ucluelet,48.9329,-125.5528,48.0,87,100,6.04,CA,overcast clouds
601,Najran,17.4924,44.1277,77.0,29,40,6.91,SA,scattered clouds
602,Pasni,25.2631,63.471,80.33,77,0,3.94,PK,clear sky
603,Kasempa,-13.4584,25.8338,61.14,88,94,3.6,ZM,light rain
604,Bauchi,10.5,10.0,77.58,71,89,5.08,NG,overcast clouds
605,Le Havre,49.4938,0.1077,42.8,81,0,13.8,FR,clear sky
606,Haines Junction,60.7522,-137.5108,55.4,21,38,5.75,CA,scattered clouds
607,Tessalit,20.1986,1.0114,83.86,9,0,8.81,ML,clear sky
608,Henties Bay,-22.116,14.2845,60.01,95,1,4.0,NA,clear sky
609,Hoshcha,50.6003,26.6744,32.81,93,51,6.78,UA,broken clouds
610,Neyshabur,36.2133,58.7958,66.0,29,62,2.89,IR,broken clouds
611,Moree,-29.4667,149.85,71.6,26,0,10.36,AU,clear sky
612,Sidi Bin Nur,35.5333,10.9167,55.4,82,0,3.44,TN,clear sky
613,Marsa Matruh,31.3525,27.2453,62.6,45,0,8.05,EG,clear sky
614,Pontianak,-0.0333,109.3333,84.2,84,40,2.66,ID,scattered clouds
615,Heilbron,-27.2812,27.9709,48.16,31,0,4.23,ZA,clear sky
616,Cockburn Town,21.4612,-71.1419,78.42,79,6,21.79,TC,clear sky
617,Troitskiy,57.0603,63.7481,44.92,48,100,9.86,RU,overcast clouds
618,Nakusp,50.2499,-117.8023,55.4,47,100,1.14,CA,overcast clouds
619,Boldumsaz,42.1282,59.671,55.4,43,0,4.61,TM,clear sky
620,Gangtok,27.3333,88.6167,70.79,32,23,5.26,IN,few clouds
621,Tres Picos,15.8667,-93.5333,81.91,72,100,2.35,MX,overcast clouds
622,Tautira,-17.7333,-149.15,75.2,88,75,9.22,PF,light rain
623,Nome,64.5011,-165.4064,39.2,70,1,3.44,US,clear sky
624,Guane,22.2025,-84.0875,75.02,88,46,5.95,CU,scattered clouds
625,Mattru,7.6244,-11.8332,76.59,89,90,0.76,SL,overcast clouds
626,Tchibanga,-2.85,11.0333,70.97,97,64,2.57,GA,broken clouds
627,Rockingham,42.9668,-71.0995,55.0,49,100,2.84,US,overcast clouds
628,Borovoy,55.4333,86.0833,41.0,26,0,6.71,RU,clear sky
629,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,73.81,97,94,1.54,BR,light rain
630,Jalu,29.0331,21.5482,60.08,84,0,16.4,LY,clear sky
631,Tripoli,32.8752,13.1875,59.02,81,62,4.12,LY,broken clouds
632,Eyl,7.9803,49.8164,81.66,78,29,5.66,SO,light rain
633,Veselynove,47.3567,31.2349,39.42,66,55,2.3,UA,broken clouds
634,Champerico,14.3,-91.9167,66.0,96,98,5.53,GT,overcast clouds
635,Chicama,-7.8447,-79.1469,68.54,81,43,6.96,PE,scattered clouds
636,Manado,1.487,124.8455,89.6,62,20,4.61,ID,few clouds
637,Tremedal,-14.9758,-41.4108,70.61,83,73,2.08,BR,broken clouds
638,Mushie,-3.0167,16.9,70.88,96,99,1.99,CD,overcast clouds
639,Naze,28.3667,129.4833,77.0,53,20,17.27,JP,few clouds
640,Nabire,-3.3667,135.4833,81.77,83,97,4.59,ID,overcast clouds
641,Fairbanks,64.8378,-147.7164,62.6,26,1,4.61,US,light rain
642,Asau,46.4333,26.4,41.0,59,99,3.33,RO,overcast clouds
643,Sortavala,61.7053,30.6918,35.46,93,100,7.34,RU,light rain
644,San Felipe,10.3399,-68.7425,72.55,92,90,5.86,VE,overcast clouds
645,Trincomalee,8.5711,81.2335,83.01,71,11,5.39,LK,few clouds
646,Sistranda,63.7256,8.834,32.0,93,75,9.22,NO,light snow
647,Lannion,48.75,-3.4167,48.2,87,16,11.5,FR,few clouds
648,Hun,29.1268,15.9477,57.07,85,0,9.93,LY,clear sky
649,Banfora,10.6333,-4.7667,82.29,53,35,5.19,BF,scattered clouds
650,Zaraza,9.3503,-65.3245,79.59,73,66,6.15,VE,broken clouds
651,Prince Rupert,54.3161,-130.3201,57.2,44,1,9.22,CA,clear sky
652,Jieshi,22.8134,115.8257,73.6,80,100,14.85,CN,overcast clouds
653,Naryan-Mar,67.6713,53.087,39.27,84,43,9.57,RU,scattered clouds
654,San Juan Del Sur,11.2529,-85.8705,81.77,70,28,14.45,NI,scattered clouds
655,Caconda,-13.7333,15.0667,56.82,82,82,0.85,AO,broken clouds
656,Ciudad Arce,13.8403,-89.4472,72.0,92,12,1.99,SV,few clouds
657,Tipitapa,12.1973,-86.0971,84.2,58,0,6.91,NI,clear sky
658,Monywa,22.1167,95.1333,98.53,24,35,8.01,MM,scattered clouds
659,Bryan,30.6744,-96.37,69.8,72,1,3.44,US,clear sky
660,Flinders,-34.5833,150.8552,69.01,64,20,4.0,AU,few clouds
661,Copiapo,-27.3667,-70.3333,55.4,94,20,8.05,CL,few clouds
662,Solnechnyy,50.7214,136.6319,36.46,36,96,10.69,RU,overcast clouds
663,Bandar-E Lengeh,26.5579,54.8807,73.4,94,55,4.61,IR,mist
664,Togur,58.3631,82.8265,35.82,99,99,5.32,RU,light rain
665,Berlevag,70.8578,29.0864,33.78,77,100,19.04,NO,light snow
666,Santa Marta,11.2408,-74.199,86.0,66,20,12.66,CO,few clouds
667,Taree,-31.9,152.4667,71.01,56,40,6.91,AU,scattered clouds
668,Bantogon,6.5333,124.0333,83.79,69,48,6.64,PH,scattered clouds
669,Baykit,61.67,96.37,40.14,83,100,3.42,RU,overcast clouds
670,Yining,29.0361,114.5636,61.27,92,100,3.36,CN,overcast clouds
671,Liaocheng,36.4439,115.9647,61.29,49,100,11.81,CN,overcast clouds
672,Bull Savanna,17.8868,-77.5902,73.65,81,12,8.25,JM,few clouds
673,Dandong,40.1292,124.3947,65.07,19,3,17.38,CN,clear sky
674,Tiznit,29.5833,-9.5,54.64,73,0,1.32,MA,clear sky
675,Ontario,34.0633,-117.6509,64.4,59,40,10.36,US,scattered clouds
676,Soyo,-6.1349,12.3689,77.85,85,72,5.48,AO,broken clouds
677,Kuito,-12.3833,16.9333,58.08,72,100,0.72,AO,overcast clouds
678,Verkhnyaya Inta,65.9811,60.3094,43.21,71,100,14.79,RU,overcast clouds
679,Kropotkin,45.4375,40.5756,43.27,72,100,3.58,RU,light rain
680,Yamada,39.4667,141.95,56.89,55,100,6.22,JP,light rain
681,Ocampo,21.65,-101.5,62.4,41,100,16.62,MX,overcast clouds
682,Bubaque,11.2833,-15.8333,77.95,63,2,16.82,GW,clear sky
683,Swan River,52.1058,-101.2676,32.0,59,80,5.75,CA,broken clouds
684,Gazanjyk,39.2446,55.5154,69.93,43,100,8.25,TM,overcast clouds
685,Vila Franca Do Campo,37.7167,-25.4333,59.0,77,40,23.02,PT,scattered clouds
686,Elizabeth City,36.2946,-76.2511,59.0,88,90,12.66,US,light rain
687,Nanakuli,21.3906,-158.1547,80.6,50,90,11.5,US,overcast clouds
688,Letlhakane,-21.4167,25.5833,60.26,33,3,7.14,BW,clear sky
689,Shahreza,32.0339,51.8794,63.52,32,58,2.26,IR,broken clouds
690,Ulaanbaatar,47.9077,106.8832,39.2,70,75,20.13,MN,broken clouds
691,Orangeburg,33.4918,-80.8557,64.0,100,90,6.91,US,heavy intensity rain
692,Balkhash,46.844,74.9804,44.6,33,0,20.13,KZ,clear sky
693,Kamiiso,41.8167,140.65,51.8,40,75,12.66,JP,broken clouds
694,Airai,-8.9266,125.4092,72.59,51,33,3.96,TL,scattered clouds
695,Huilong,31.8111,121.655,73.99,68,100,11.7,CN,overcast clouds
696,Blagoyevo,63.3667,47.9167,42.82,89,96,7.87,RU,overcast clouds
697,Faya,18.3851,42.4509,60.8,72,0,4.9,SA,clear sky
698,Balkanabat,39.5108,54.3671,72.07,41,82,4.34,TM,broken clouds
699,Deputatskiy,69.3,139.9,20.88,81,100,11.16,RU,overcast clouds
